# Field minima and maxima
# Time        	field         	min           	location(min) 	processor     	max           	location(max) 	processor     
4.79          	p             	-2.163639e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.289617e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
4.8           	U             	(5.638263e-01 -9.305414e-01 -1.911422e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.507729e+00 8.638403e-01 5.939445e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
4.8           	p             	-2.201160e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.300546e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
4.81          	U             	(5.625763e-01 -9.247719e-01 -1.929490e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.530210e+00 8.507168e-01 6.233966e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
4.81          	p             	-2.124627e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.298633e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
4.82          	U             	(5.660866e-01 -9.255682e-01 -1.931191e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.539229e+00 8.597807e-01 6.342963e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
4.82          	p             	-2.123310e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.298621e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
4.83          	U             	(5.671498e-01 -9.311115e-01 -1.921624e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.517682e+00 8.659551e-01 6.005639e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
4.83          	p             	-2.194407e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.303052e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
4.84          	U             	(5.610638e-01 -9.290616e-01 -1.908833e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.517587e+00 8.536650e-01 6.030258e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
4.84          	p             	-2.188762e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.294885e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
4.85          	U             	(5.640874e-01 -9.251025e-01 -1.934891e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.535566e+00 8.595429e-01 6.326748e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
4.85          	p             	-2.097943e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.305175e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
4.86          	U             	(5.695885e-01 -9.286552e-01 -1.921238e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.534070e+00 8.496253e-01 6.260341e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
4.86          	p             	-2.154582e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.286259e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
4.87          	U             	(5.624682e-01 -9.302745e-01 -1.913882e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.513158e+00 8.614453e-01 5.910946e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
4.87          	p             	-2.200736e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.302090e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
4.88          	U             	(5.616072e-01 -9.271056e-01 -1.917360e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.524608e+00 8.506149e-01 6.210894e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
4.88          	p             	-2.133457e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.296843e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
4.89          	U             	(5.672023e-01 -9.248559e-01 -1.939442e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.538893e+00 8.594422e-01 6.376244e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
4.89          	p             	-2.120957e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.293322e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
4.9           	U             	(5.653794e-01 -9.306861e-01 -1.917463e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.522232e+00 8.684867e-01 6.063120e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
4.9           	p             	-2.190548e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.304721e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
4.91          	U             	(5.632544e-01 -9.298998e-01 -1.909246e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.510033e+00 8.545774e-01 6.002220e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
4.91          	p             	-2.189399e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.294800e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
4.92          	U             	(5.634833e-01 -9.243734e-01 -1.939942e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.536488e+00 8.518661e-01 6.295999e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
4.92          	p             	-2.101422e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.303620e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
4.93          	U             	(5.675457e-01 -9.280867e-01 -1.921177e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.536993e+00 8.622635e-01 6.296623e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
4.93          	p             	-2.137060e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.294953e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
4.94          	U             	(5.656238e-01 -9.302545e-01 -1.915539e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.512750e+00 8.584088e-01 5.961570e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
4.94          	p             	-2.202073e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.296570e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
4.95          	U             	(5.598807e-01 -9.262975e-01 -1.912749e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.524949e+00 8.500955e-01 6.140012e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
4.95          	p             	-2.158805e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.296057e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
4.96          	U             	(5.664351e-01 -9.261279e-01 -1.938177e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.542747e+00 8.547869e-01 6.373462e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
4.96          	p             	-2.107322e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.302298e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
4.97          	U             	(5.686039e-01 -9.304336e-01 -1.923508e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.523878e+00 8.642779e-01 6.170902e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
4.97          	p             	-2.181022e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.296171e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
4.98          	U             	(5.610630e-01 -9.300618e-01 -1.902849e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.509031e+00 8.623311e-01 5.950741e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
4.98          	p             	-2.199129e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.297090e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
4.99          	U             	(5.637396e-01 -9.249210e-01 -1.933904e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.534182e+00 8.443500e-01 6.249309e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
4.99          	p             	-2.101706e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.301728e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
5             	U             	(5.680675e-01 -9.263786e-01 -1.930486e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.536897e+00 8.673961e-01 6.381591e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
5             	p             	-2.133618e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.290197e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
