# Field minima and maxima
# Time        	field         	min           	location(min) 	processor     	max           	location(max) 	processor     
3.42          	p             	-8.156165e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.221776e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
3.43          	U             	(-1.514239e+00 -5.239861e-01 -2.847179e-18)	(1.426225e-01 2.380318e-02 -1.025000e-02)	0	(2.879536e+00 2.137141e+00 3.320427e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.43          	p             	-7.878158e+00	(1.282426e-01 6.961841e-02 -1.025000e-02)	0	5.082071e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
3.44          	U             	(4.778913e-01 -8.439743e-01 -2.236999e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(4.099601e+00 1.662773e+00 6.312856e-19)	(1.219773e-01 7.038514e-02 -1.025000e-02)	0
3.44          	p             	-9.339304e+00	(1.282426e-01 6.961841e-02 -1.025000e-02)	0	4.325817e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
3.45          	U             	(4.987522e-01 -8.247245e-01 -2.036506e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(2.941481e+00 2.310906e+00 5.800874e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.45          	p             	-8.484335e+00	(1.282426e-01 6.961841e-02 -1.025000e-02)	0	4.059131e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
3.46          	U             	(5.362831e-01 -9.476938e-01 -2.095219e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(2.873845e+00 2.165215e+00 2.681583e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.46          	p             	-7.861588e+00	(1.426225e-01 2.380318e-02 -1.025000e-02)	0	4.443339e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
3.47          	U             	(6.060906e-01 -1.183648e+00 -1.799753e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(2.700425e+00 2.066275e+00 2.326269e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.47          	p             	-9.412960e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.132808e+00	(1.077870e-01 4.685603e-02 -1.025000e-02)	0
3.48          	U             	(-1.814228e-01 -1.116243e+00 -3.395479e-18)	(1.563438e-01 4.010922e-02 -1.025000e-02)	0	(2.673717e+00 2.028885e+00 2.994930e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.48          	p             	-9.070031e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.083641e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
3.49          	U             	(-1.339064e+00 -4.653306e-01 -3.501557e-18)	(1.426225e-01 2.380318e-02 -1.025000e-02)	0	(2.819506e+00 2.088082e+00 2.798380e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.49          	p             	-7.285916e+00	(1.262484e-01 6.923745e-02 -1.025000e-02)	0	4.972310e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
3.5           	U             	(-1.545156e+00 -5.503601e-01 -3.022738e-18)	(1.426225e-01 2.380318e-02 -1.025000e-02)	0	(2.966666e+00 2.238543e+00 5.288143e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.5           	p             	-8.780549e+00	(1.262484e-01 6.923745e-02 -1.025000e-02)	0	4.583022e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
3.51          	U             	(4.838197e-01 -8.044038e-01 -2.025002e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(3.037764e+00 2.283246e+00 6.600995e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.51          	p             	-9.217433e+00	(1.282426e-01 6.961841e-02 -1.025000e-02)	0	4.001406e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
3.52          	U             	(4.967105e-01 -8.717741e-01 -2.204501e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(2.876279e+00 2.267132e+00 3.348154e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.52          	p             	-6.877743e+00	(1.426225e-01 2.380318e-02 -1.025000e-02)	0	4.533454e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
3.53          	U             	(5.228325e-01 -1.173966e+00 -1.832458e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(2.745492e+00 2.090525e+00 2.558242e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.53          	p             	-9.028333e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.186001e+00	(1.077870e-01 4.685603e-02 -1.025000e-02)	0
3.54          	U             	(-1.407575e-01 -9.939309e-01 -3.464460e-18)	(1.563438e-01 4.010922e-02 -1.025000e-02)	0	(2.678988e+00 2.032217e+00 2.768180e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.54          	p             	-9.410645e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.021990e+00	(1.077870e-01 4.685603e-02 -1.025000e-02)	0
3.55          	U             	(-1.409196e-01 -1.124471e+00 -2.396787e-18)	(1.563438e-01 4.010922e-02 -1.025000e-02)	0	(2.740806e+00 2.020335e+00 3.101370e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.55          	p             	-7.437073e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.466427e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
3.56          	U             	(-1.573169e+00 -5.540499e-01 -2.833210e-18)	(1.426225e-01 2.380318e-02 -1.025000e-02)	0	(2.880242e+00 2.157568e+00 4.052380e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.56          	p             	-8.232523e+00	(1.282426e-01 6.961841e-02 -1.025000e-02)	0	4.903769e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
3.57          	U             	(4.630291e-01 -8.184465e-01 -2.134694e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(3.010107e+00 2.271320e+00 6.450774e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.57          	p             	-9.232127e+00	(1.282426e-01 6.961841e-02 -1.025000e-02)	0	4.173602e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
3.58          	U             	(5.102553e-01 -8.409835e-01 -2.110648e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(3.021324e+00 2.244319e+00 4.867395e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.58          	p             	-7.889487e+00	(1.282426e-01 6.961841e-02 -1.025000e-02)	0	4.220462e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
3.59          	U             	(5.205491e-01 -1.042305e+00 -1.959528e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(2.832746e+00 2.160451e+00 2.809470e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.59          	p             	-8.341263e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.315768e+00	(1.077870e-01 4.685603e-02 -1.025000e-02)	0
3.6           	U             	(-1.491015e+00 -8.002023e-01 -6.175963e-18)	(1.426225e-01 2.380318e-02 -1.025000e-02)	0	(2.740712e+00 2.015652e+00 2.488044e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.6           	p             	-9.473628e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.072035e+00	(1.077870e-01 4.685603e-02 -1.025000e-02)	0
3.61          	U             	(-1.872520e-01 -1.140229e+00 -3.175791e-18)	(1.563438e-01 4.010922e-02 -1.025000e-02)	0	(2.705872e+00 1.990125e+00 3.229007e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.61          	p             	-8.568567e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.120082e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
3.62          	U             	(-1.379003e+00 -4.599231e-01 -3.107234e-18)	(1.426225e-01 2.380318e-02 -1.025000e-02)	0	(2.840606e+00 2.107165e+00 2.899994e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.62          	p             	-7.521919e+00	(1.262484e-01 6.923745e-02 -1.025000e-02)	0	5.085562e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
3.63          	U             	(4.717999e-01 -8.653745e-01 -2.318482e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(3.876892e+00 2.098067e+00 3.770920e-18)	(1.198624e-01 6.718590e-02 -1.025000e-02)	0
3.63          	p             	-9.143091e+00	(1.282426e-01 6.961841e-02 -1.025000e-02)	0	4.400789e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
3.64          	U             	(4.752360e-01 -8.108556e-01 -2.025734e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(2.990318e+00 2.291502e+00 6.241905e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.64          	p             	-8.842257e+00	(1.262484e-01 6.923745e-02 -1.025000e-02)	0	4.012655e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
3.65          	U             	(5.483110e-01 -9.210770e-01 -2.164456e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(2.897612e+00 2.203383e+00 3.115389e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.65          	p             	-7.401717e+00	(1.426225e-01 2.380318e-02 -1.025000e-02)	0	4.506002e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
3.66          	U             	(5.638925e-01 -1.183344e+00 -1.785375e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(2.722236e+00 2.072615e+00 2.532509e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.66          	p             	-9.245312e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.127227e+00	(1.077870e-01 4.685603e-02 -1.025000e-02)	0
3.67          	U             	(-1.642718e-01 -1.082340e+00 -3.497007e-18)	(1.563438e-01 4.010922e-02 -1.025000e-02)	0	(2.693519e+00 1.992155e+00 2.924397e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.67          	p             	-9.215064e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.036996e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
3.68          	U             	(-1.408991e+00 -5.254761e-01 -3.915586e-18)	(1.426225e-01 2.380318e-02 -1.025000e-02)	0	(2.780246e+00 2.075106e+00 3.029820e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.68          	p             	-7.263891e+00	(1.262484e-01 6.923745e-02 -1.025000e-02)	0	4.736481e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
3.69          	U             	(-1.516151e+00 -5.966408e-01 -2.805523e-18)	(1.404205e-01 2.281677e-02 -1.025000e-02)	0	(2.945220e+00 2.221184e+00 4.896416e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.69          	p             	-8.392585e+00	(1.282426e-01 6.961841e-02 -1.025000e-02)	0	4.732923e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
3.7           	U             	(4.579159e-01 -8.098120e-01 -2.063880e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(3.017936e+00 2.291157e+00 6.651716e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.7           	p             	-9.215144e+00	(1.282426e-01 6.961841e-02 -1.025000e-02)	0	4.040831e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
3.71          	U             	(4.635066e-01 -9.089107e-01 -2.161982e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(2.984133e+00 2.250566e+00 4.041708e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.71          	p             	-7.155685e+00	(1.282426e-01 6.961841e-02 -1.025000e-02)	0	4.426711e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
3.72          	U             	(5.316309e-01 -1.103155e+00 -1.887951e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(2.772959e+00 2.110362e+00 2.539401e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.72          	p             	-8.750850e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.250747e+00	(1.077870e-01 4.685603e-02 -1.025000e-02)	0
3.73          	U             	(-1.390132e-01 -9.151246e-01 -3.473529e-18)	(1.563438e-01 4.010922e-02 -1.025000e-02)	0	(2.690278e+00 2.026675e+00 2.574405e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.73          	p             	-9.413800e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.053321e+00	(1.077870e-01 4.685603e-02 -1.025000e-02)	0
3.74          	U             	(-1.580330e-01 -1.160167e+00 -2.738440e-18)	(1.563438e-01 4.010922e-02 -1.025000e-02)	0	(2.714069e+00 2.076419e+00 3.595852e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.74          	p             	-7.968936e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.282728e+00	(1.077870e-01 4.685603e-02 -1.025000e-02)	0
3.75          	U             	(-5.527212e-02 -6.825139e-01 -1.214796e-18)	(1.563438e-01 4.010922e-02 -1.025000e-02)	0	(2.872861e+00 2.116998e+00 3.530286e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.75          	p             	-7.959700e+00	(1.282426e-01 6.961841e-02 -1.025000e-02)	0	5.008037e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
3.76          	U             	(4.696549e-01 -8.331657e-01 -2.204174e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(2.985568e+00 2.296419e+00 6.275792e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.76          	p             	-9.296855e+00	(1.282426e-01 6.961841e-02 -1.025000e-02)	0	4.271936e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
3.77          	U             	(5.182387e-01 -8.014540e-01 -2.064900e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(3.006981e+00 2.287720e+00 5.847082e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.77          	p             	-8.203085e+00	(1.262484e-01 6.923745e-02 -1.025000e-02)	0	4.099561e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
3.78          	U             	(4.810799e-01 -9.816133e-01 -2.028138e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(2.822511e+00 2.185257e+00 2.736575e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.78          	p             	-7.912068e+00	(1.426225e-01 2.380318e-02 -1.025000e-02)	0	4.410188e+00	(1.077870e-01 4.685603e-02 -1.025000e-02)	0
3.79          	U             	(6.472722e-01 -1.163098e+00 -1.800118e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(2.736523e+00 2.012109e+00 2.395146e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.79          	p             	-9.440018e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.110548e+00	(1.077870e-01 4.685603e-02 -1.025000e-02)	0
3.8           	U             	(-1.853254e-01 -1.123443e+00 -3.322984e-18)	(1.563438e-01 4.010922e-02 -1.025000e-02)	0	(2.703852e+00 2.018767e+00 3.133059e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.8           	p             	-8.777989e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.110023e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
3.81          	U             	(-1.330005e+00 -4.486387e-01 -3.368730e-18)	(1.426225e-01 2.380318e-02 -1.025000e-02)	0	(2.848927e+00 2.124154e+00 2.961502e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.81          	p             	-7.397737e+00	(1.262484e-01 6.923745e-02 -1.025000e-02)	0	4.970281e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
3.82          	U             	(-1.544072e+00 -5.535973e-01 -3.099577e-18)	(1.426225e-01 2.380318e-02 -1.025000e-02)	0	(2.988988e+00 2.239150e+00 5.651873e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.82          	p             	-8.964990e+00	(1.262484e-01 6.923745e-02 -1.025000e-02)	0	4.509408e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
3.83          	U             	(4.435637e-01 -8.237040e-01 -2.024914e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(2.983166e+00 2.307377e+00 6.500910e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.83          	p             	-9.075251e+00	(1.282426e-01 6.961841e-02 -1.025000e-02)	0	3.995554e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
3.84          	U             	(4.905874e-01 -9.317627e-01 -2.211334e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(2.954027e+00 2.194608e+00 3.153199e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.84          	p             	-7.098698e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.560958e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
3.85          	U             	(5.398850e-01 -1.181201e+00 -1.826062e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(2.755557e+00 2.086141e+00 2.346697e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.85          	p             	-9.191853e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.218081e+00	(1.077870e-01 4.685603e-02 -1.025000e-02)	0
3.86          	U             	(-1.451718e-01 -1.037184e+00 -3.467767e-18)	(1.563438e-01 4.010922e-02 -1.025000e-02)	0	(2.688419e+00 2.005330e+00 2.732159e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.86          	p             	-9.420349e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.042812e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
3.87          	U             	(-1.444580e+00 -5.820891e-01 -4.337690e-18)	(1.426225e-01 2.380318e-02 -1.025000e-02)	0	(2.747320e+00 2.034573e+00 3.077885e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.87          	p             	-7.230838e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.556079e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
3.88          	U             	(-1.575480e+00 -5.542971e-01 -2.861803e-18)	(1.426225e-01 2.380318e-02 -1.025000e-02)	0	(2.888077e+00 2.228220e+00 4.397831e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.88          	p             	-8.378328e+00	(1.282426e-01 6.961841e-02 -1.025000e-02)	0	4.844554e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
3.89          	U             	(4.770504e-01 -8.107019e-01 -2.107049e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(2.995408e+00 2.292852e+00 6.661798e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.89          	p             	-9.347911e+00	(1.282426e-01 6.961841e-02 -1.025000e-02)	0	4.114939e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
3.9           	U             	(5.087264e-01 -8.520934e-01 -2.141002e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(3.006337e+00 2.227910e+00 4.874520e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.9           	p             	-7.629464e+00	(1.282426e-01 6.961841e-02 -1.025000e-02)	0	4.297967e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
3.91          	U             	(5.429621e-01 -1.068972e+00 -1.953769e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(2.857105e+00 2.109775e+00 2.647636e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.91          	p             	-8.447776e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.287108e+00	(1.077870e-01 4.685603e-02 -1.025000e-02)	0
3.92          	U             	(-1.504427e+00 -8.084708e-01 -6.160003e-18)	(1.426225e-01 2.380318e-02 -1.025000e-02)	0	(2.660170e+00 2.059213e+00 2.595391e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.92          	p             	-9.396749e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.053946e+00	(1.077870e-01 4.685603e-02 -1.025000e-02)	0
3.93          	U             	(-1.800919e-01 -1.152493e+00 -3.027235e-18)	(1.563438e-01 4.010922e-02 -1.025000e-02)	0	(2.688468e+00 2.035511e+00 3.349375e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.93          	p             	-8.363593e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.194252e+00	(1.077870e-01 4.685603e-02 -1.025000e-02)	0
3.94          	U             	(-1.477105e+00 -5.003353e-01 -3.000255e-18)	(1.426225e-01 2.380318e-02 -1.025000e-02)	0	(2.864711e+00 2.133946e+00 3.239818e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.94          	p             	-7.641770e+00	(1.262484e-01 6.923745e-02 -1.025000e-02)	0	5.084452e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
3.95          	U             	(5.149232e-01 -8.339025e-01 -2.264913e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(4.103954e+00 1.605543e+00 6.288131e-19)	(1.219773e-01 7.038514e-02 -1.025000e-02)	0
3.95          	p             	-9.222402e+00	(1.282426e-01 6.961841e-02 -1.025000e-02)	0	4.359537e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
3.96          	U             	(4.715340e-01 -8.243368e-01 -2.013828e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(2.967485e+00 2.305705e+00 6.076703e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.96          	p             	-8.715576e+00	(1.262484e-01 6.923745e-02 -1.025000e-02)	0	4.030365e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
3.97          	U             	(5.008688e-01 -9.517404e-01 -2.121263e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(2.912297e+00 2.176471e+00 2.861980e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.97          	p             	-7.594667e+00	(1.426225e-01 2.380318e-02 -1.025000e-02)	0	4.473047e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
3.98          	U             	(5.787016e-01 -1.202438e+00 -1.823346e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(2.721606e+00 2.070644e+00 2.571592e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.98          	p             	-9.297802e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.179869e+00	(1.077870e-01 4.685603e-02 -1.025000e-02)	0
3.99          	U             	(-1.742467e-01 -1.100347e+00 -3.434589e-18)	(1.563438e-01 4.010922e-02 -1.025000e-02)	0	(2.698758e+00 1.982547e+00 2.920370e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.99          	p             	-9.005137e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.064348e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
4             	U             	(-1.363078e+00 -4.895550e-01 -3.689916e-18)	(1.426225e-01 2.380318e-02 -1.025000e-02)	0	(2.774654e+00 2.110223e+00 2.928548e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4             	p             	-7.279629e+00	(1.262484e-01 6.923745e-02 -1.025000e-02)	0	4.842501e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
4.01          	U             	(-1.507482e+00 -5.857515e-01 -2.839435e-18)	(1.404205e-01 2.281677e-02 -1.025000e-02)	0	(2.930986e+00 2.235976e+00 5.148966e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.01          	p             	-8.735907e+00	(1.262484e-01 6.923745e-02 -1.025000e-02)	0	4.670196e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
4.02          	U             	(4.709069e-01 -7.983431e-01 -2.055192e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(3.032505e+00 2.289390e+00 6.691499e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.02          	p             	-9.165078e+00	(1.282426e-01 6.961841e-02 -1.025000e-02)	0	4.036818e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
4.03          	U             	(4.975638e-01 -8.913840e-01 -2.194109e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(2.933711e+00 2.221494e+00 3.681830e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.03          	p             	-7.073556e+00	(1.282426e-01 6.961841e-02 -1.025000e-02)	0	4.484015e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
4.04          	U             	(5.698463e-01 -1.061013e+00 -1.876200e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(2.732493e+00 2.115465e+00 2.575864e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.04          	p             	-8.884638e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.216279e+00	(1.077870e-01 4.685603e-02 -1.025000e-02)	0
4.05          	U             	(-1.401915e-01 -9.531739e-01 -3.485695e-18)	(1.563438e-01 4.010922e-02 -1.025000e-02)	0	(2.683296e+00 2.017275e+00 2.592258e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.05          	p             	-9.490272e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.047154e+00	(1.077870e-01 4.685603e-02 -1.025000e-02)	0
4.06          	U             	(-1.509416e-01 -1.141428e+00 -2.613607e-18)	(1.563438e-01 4.010922e-02 -1.025000e-02)	0	(2.738926e+00 2.042044e+00 3.327340e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.06          	p             	-7.769823e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.351057e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
4.07          	U             	(-1.573929e+00 -5.552672e-01 -2.826725e-18)	(1.426225e-01 2.380318e-02 -1.025000e-02)	0	(2.843066e+00 2.175537e+00 3.806789e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.07          	p             	-8.066662e+00	(1.282426e-01 6.961841e-02 -1.025000e-02)	0	4.945091e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
4.08          	U             	(4.708379e-01 -8.416510e-01 -2.163691e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(2.970583e+00 2.298041e+00 6.470751e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.08          	p             	-9.437440e+00	(1.282426e-01 6.961841e-02 -1.025000e-02)	0	4.205432e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
4.09          	U             	(5.115519e-01 -8.078487e-01 -2.095126e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(3.009978e+00 2.293337e+00 5.617226e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.09          	p             	-7.991436e+00	(1.282426e-01 6.961841e-02 -1.025000e-02)	0	4.123876e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
4.1           	U             	(5.124209e-01 -9.866678e-01 -2.009977e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(2.885543e+00 2.120945e+00 2.650041e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
4.1           	p             	-8.112191e+00	(1.426225e-01 2.380318e-02 -1.025000e-02)	0	4.367914e+00	(1.077870e-01 4.685603e-02 -1.025000e-02)	0
